name,assay,n_gt_cutoff,cutoff,fit_method,top_over_cutoff,rmse,a,b,tp,p,q,ga,la,er,bmr,bmdl,bmdu,caikwt,mll,hitcall,ac50,ac50_loss,top,ac5,ac10,ac20,acc,ac1sd,bmd,conc,resp,errfun,exp
Staurosporine,Mahalanobis distance (cutoff = 1),32,0.7608696562725552,exp5,11.520036676166377,1.1684075342585134,NA,NA,10.808805801678842,0.30000000013375394,NA,0.026900480436175506,NA,-0.03850805574656256,1.026413166311677,2.968647656311783e-5,6.504232579951006e-5,2.8591395113228567e-23,-51.24517098931246,1,0.010318865457723958,NA,8.765246346041941,2.2389971699964016e-6,2.4233324705852585e-5,2.839638784868397e-4,1.4835324334019197e-5,1.4835324334019197e-5,4.205110617226581e-5,0.5|0.5|0.5|0.5|0.375|0.375|0.375|0.375|0.158113883008419|0.158113883008419|0.158113883008419|0.158113883008419|0.05|0.05|0.05|0.05|0.0158113883008419|0.0158113883008419|0.0158113883008419|0.0158113883008419|0.005|0.005|0.005|0.005|0.00158113883008419|0.00158113883008419|0.00158113883008419|0.00158113883008419|5e-04|5e-04|5e-04|5e-04,9.00570429760746|9.81598469329146|7.46367491949825|8.08019443445832|9.18888185287018|8.92245890083874|9.09221747122691|5.56179435890969|10.2269629156683|9.33820202868715|6.51891664679828|7.48885489822564|6.55047599136472|6.96269737268038|5.90475237871967|5.49685678599778|3.54187602835543|3.59123592194831|3.49492089673|3.43494411710172|3.16235550270146|3.65405706100251|3.36651820971216|3.02329431482769|3.55125225094743|3.36016066309071|2.62051690009645|2.98948748978209|3.75119430541588|3.56368877596575|3.33404445512111|3.45329249263329,dt4,PR_0.9
Taxol (Paclitaxel),Mahalanobis distance (cutoff = 1),24,0.7608696562725552,exp5,6.542815105110015,1.0407234509802286,NA,NA,4.978229480207764,0.45809632001554307,NA,0.004680104692847879,NA,-0.2770462378411184,1.026413166311677,2.2311815680863632e-4,7.617332001544474e-4,1.1117173593082959e-16,-33.52197312483933,0.9999999999999999,0.004680104692469424,NA,4.978229480079939,1.5916800074950642e-5,7.660952235964761e-5,3.942024122591051e-4,2.062961548728845e-4,2.062961548728845e-4,4.2472636902484963e-4,11.1111111111111|11.1111111111111|11.1111111111111|3.7037037037037|3.7037037037037|3.7037037037037|1.23456790123457|1.23456790123457|1.23456790123457|0.411522633744856|0.411522633744856|0.411522633744856|0.137174211248285|0.137174211248285|0.137174211248285|0.0316227766016838|0.0316227766016838|0.0316227766016838|0.01|0.01|0.01|0.00316227766016838|0.00316227766016838|0.00316227766016838,3.9553970792876|3.85751531318045|5.25157816559028|4.39597241645433|8.45726659137888|5.19801010558153|6.52602060093776|5.72768939980216|5.89440015398048|4.3981422050548|4.45568520182398|3.85174671758566|4.50076890144795|4.84851284689122|5.6107024396723|4.90454321369876|3.84528533945952|4.4533893549961|2.75842297144888|2.13115678380898|2.57733230484332|2.28674309090684|2.1604030669087|3.74714677442693,dt4,PR_0.9
Ca-074-Me,Mahalanobis distance (cutoff = 1),12,0.7608696562725552,poly1,5.550028494467255,0.7623077347447825,0.4222848272888188,NA,NA,NA,NA,NA,NA,-0.5913734754158804,1.026413166311677,2.166418063239349,2.7331830983495324,1.9355985127193366e-11,-26.134647271321448,0.9999995801892237,5,NA,4.2228482728881875,0.5,1,2,1.8017925511497568,1.8017925511497568,2.430618151501022,10|10|10|7.5|7.5|7.5|3.16227766016838|3.16227766016838|3.16227766016838|1|1|1|0.316227766016838|0.316227766016838|0.316227766016838|0.1|0.1|0.1|0.0316227766016838|0.0316227766016838|0.0316227766016838|0.01|0.01|0.01,5.11475228755839|3.86449711121492|3.802587715902|3.19067078792962|3.08814153973656|4.48902258812715|0.920587566191752|1.26097819693576|0.836527091748588|0.392194775103583|0.109981827673773|0.755170259204474|1.29291452203422|0.975789101440991|0.491830810166482|0.129017802622351|0.546479742057658|-0.00749399753910396|0.513600469689895|0.393068437935852|0.679676835712764|2.47746530502971|0.699449583885797|0.760158692297062,dt4,PR_0.9
Amperozide,Mahalanobis distance (cutoff = 1),22,0.7608696562725552,pow,10.667766025932362,0.9623350007731707,0.8505134716557037,NA,NA,0.48985127474136264,NA,NA,NA,-0.3556360097979998,1.026413166311677,1.321182943832553,1.641195191975157,2.075384716495265e-16,-32.28890833367536,0.9999999999999692,24.292183121735146,NA,8.116779469347199,0.22081603187631238,0.9090003593737932,3.7419459371705295,0.7966248322210001,0.7966248322210001,1.4677933216824597,100|100|100|75|75|75|33.3333333333333|33.3333333333333|33.3333333333333|11.1111111111111|11.1111111111111|11.1111111111111|3.7037037037037|3.7037037037037|3.7037037037037|1.23456790123457|1.23456790123457|1.23456790123457|0.411522633744856|0.411522633744856|0.411522633744856|0.137174211248285|0.137174211248285|0.137174211248285,7.96457992036117|8.50280483776906|8.183562840598|6.96887045221877|6.87716921291121|6.94272085791897|5.10428397796854|5.59640842386941|4.7176000111729|1.06533286897487|2.33820290430586|1.17423158904113|1.48105033737639|1.61532540472547|1.1547466740897|0.734882514999446|1.76769594369833|0.490436676801979|1.55349799429466|1.18667856834236|1.36303843841743|1.45690457271927|2.72297656466069|2.60893060147392,dt4,PR_0.9
Tetrandrine,Mahalanobis distance (cutoff = 1),21,0.7608696562725552,poly2,10.322125241060043,0.9848730452567405,-31.444128348205368,-16.84054704288444,NA,NA,NA,NA,NA,-0.46562985680523483,1.026413166311677,0.5343244479579986,0.6170320168580234,7.435199378291765e-14,-28.84959242748738,0.9999999998994765,2.4634997412284343,NA,7.853791884167621,0.21300717111733758,0.4316919380540111,0.8880849116822691,0.41786797460351427,0.41786797460351427,0.5689374584669765,11.1111111111111|11.1111111111111|11.1111111111111|3.7037037037037|3.7037037037037|3.7037037037037|1.23456790123457|1.23456790123457|1.23456790123457|0.411522633744856|0.411522633744856|0.411522633744856|0.137174211248285|0.137174211248285|0.137174211248285|0.0316227766016838|0.0316227766016838|0.0316227766016838|0.01|0.01|0.01|0.00316227766016838|0.00316227766016838|0.00316227766016838,6.85097831384834|7.2174802217944|7.09926465785113|5.19358602292195|5.51727149734095|5.5509406841602|1.84114935229004|2.21954915650995|1.73928703994194|0.790496903888124|0.963309142568327|0.943348984858781|0.501771802094781|1.02365674369748|0.78266960456314|1.01108488160485|3.19165108815159|1.37341002429337|0.829978373997719|0.557958060266251|0.640092750013423|1.03493529912559|2.38080736239595|1.17949350559244,dt4,PR_0.9
Fenbendazole,Mahalanobis distance (cutoff = 1),21,0.7608696562725552,exp3,7.731489101716471,1.108199856488109,1.8718731823846413,0.6194973405759525,NA,0.300000026543106,NA,NA,NA,-0.3509911898308462,1.026413166311677,0.03404059059814756,0.046185919221170935,8.556683566248833e-13,-33.43629167812525,0.9999999999918392,0.5119892545941074,NA,5.882655455298018,0.0010139263444392504,0.008204568902685392,0.05655686124730778,0.01717598589887268,0.01717598589887268,0.039286248587374076,2|2|2|1.5|1.5|1.5|0.632455532033676|0.632455532033676|0.632455532033676|0.2|0.2|0.2|0.0632455532033676|0.0632455532033676|0.0632455532033676|0.02|0.02|0.02|0.00632455532033676|0.00632455532033676|0.00632455532033676|0.002|0.002|0.002,6.07088281527964|5.21413698993241|6.49935802718557|5.22030436522041|5.06067551172036|4.78666246585387|5.50833381329041|3.26394236028419|2.39008336479246|1.31820581725332|1.73179958442567|1.14198242253273|1.80135312374471|0.672876430113126|0.6731936872175|2.10990228992193|1.54843868435921|0.831570730712562|1.20237198545474|0.992111591540345|0.959010758154526|4.11178199772411|2.2455059871797|0.31495605048899,dt4,PR_0.9
Etoposide,Mahalanobis distance (cutoff = 1),20,0.7608696562725552,exp5,5.217337521685595,0.6321922746897778,NA,NA,3.9700729211879144,0.7378048424683437,NA,0.2957540561059539,NA,-1.2233830640405048,1.026413166311677,0.07727859243392282,0.1156936711525621,9.751805779062266e-20,-14.844800144058155,1,0.2957017480743128,NA,3.9697138067828237,0.008674991756649547,0.023013372692710587,0.06363576051047179,0.05966466553146771,0.05966466553146771,0.09468220645883635,10|10|10|7.5|7.5|7.5|3.16227766016838|3.16227766016838|3.16227766016838|1|1|1|0.316227766016838|0.316227766016838|0.316227766016838|0.1|0.1|0.1|0.0316227766016838|0.0316227766016838|0.0316227766016838|0.01|0.01|0.01,3.18476460031766|4.11273290860408|3.58222153387571|4.25597790660834|4.10076477170875|3.74030570319833|3.73917703965147|4.12142909332416|4.08974374476952|3.49691879480663|3.14900396305558|5.86065916219977|1.35680119493369|2.03273757702096|1.86127023418598|1.01891678370467|1.18530498544285|1.20534864371831|0.820372219432575|0.672562339942605|0.319162153767998|0.0342099545979329|0.141688454008998|1.15088737135247,dt4,PR_0.9
Fluphenazine,Mahalanobis distance (cutoff = 1),19,0.7608696562725552,pow,3.9585800860812923,1.124876692360786,1.4625893811980464,NA,NA,0.3000000354317681,NA,NA,NA,-0.12440592115593459,1.026413166311677,0.15664521798657888,0.727405785830935,7.546516776130872e-6,-36.991522931724134,0.9999879159320928,1.102362142459906,NA,3.011963469424055,5.116716449320904e-4,0.005157325601329981,0.05198257050508198,0.11322950459966177,0.11322950459966177,0.30713741277010986,11.1111111111111|11.1111111111111|11.1111111111111|3.7037037037037|3.7037037037037|3.7037037037037|1.23456790123457|1.23456790123457|1.23456790123457|0.411522633744856|0.411522633744856|0.411522633744856|0.137174211248285|0.137174211248285|0.137174211248285|0.0316227766016838|0.0316227766016838|0.0316227766016838|0.01|0.01|0.01|0.00316227766016838|0.00316227766016838|0.00316227766016838,4.61152784242704|3.29290805746204|3.20861045649847|0.705852277784775|1.05494009303682|1.58171641984265|1.35652377099577|0.478805154934461|1.23284872369501|1.05888662644953|1.93007246812883|1.14869761705185|0.913376917506091|1.05672123219538|0.319321569540909|1.17370316525329|3.03261758300082|1.03408798238013|0.415126807069558|1.55298388768222|0.663936376655356|1.98093241266944|2.50722686108886|2.53625233190103,dt4,PR_0.9
Berberine Chloride,Mahalanobis distance (cutoff = 1),23,0.7608696562725552,pow,6.682104369033691,0.6278331109676909,1.2770957890102133,NA,NA,0.3000000232154111,NA,NA,NA,-0.5765090830221167,1.026413166311677,0.36739770718168596,0.6308493398802408,8.637979583378539e-17,-24.4142219106961,0.9999999999999939,9.92125834868851,NA,5.084210454444004,0.004605042931828169,0.046415915904829824,0.46784303234040386,0.17794646455317506,0.17794646455317506,0.4826835474423541,100|100|100|75|75|75|33.3333333333333|33.3333333333333|33.3333333333333|11.1111111111111|11.1111111111111|11.1111111111111|3.7037037037037|3.7037037037037|3.7037037037037|1.23456790123457|1.23456790123457|1.23456790123457|0.411522633744856|0.411522633744856|0.411522633744856|0.137174211248285|0.137174211248285|0.137174211248285,4.51998206918707|4.70107172677444|4.44328568010931|6.03589995384169|5.53965869471824|5.48462741453553|3.31725517691788|3.24090457313772|3.54129268519617|2.98414927835785|2.79730821258944|1.95732398072042|2.74695042526365|2.24093656857346|1.37751453267622|1.44820094248647|0.859824814510439|1.60088430145979|0.0433034623309978|1.25364073919851|1.63328628820866|0.998384437173056|1.70693728357146|1.37237835520841,dt4,PR_0.9
Latrunculin B,Mahalanobis distance (cutoff = 1),22,0.7608696562725552,pow,10.955813366430823,1.4973896369919764,4.177869671455952,NA,NA,0.3000000019795023,NA,NA,NA,0.1708698311126431,1.026413166311677,0.006793967509389532,0.012810637851514482,5.3718709582387496e-14,-43.58932778321465,0.9999999999998876,0.992125672605482,NA,8.335945950302486,4.6050396767244333e-4,0.004641589068682052,0.046784285467510296,0.0034238752942133636,0.0034238752942133636,0.009287334782951347,10|10|10|7.5|7.5|7.5|3.16227766016838|3.16227766016838|3.16227766016838|1|1|1|0.316227766016838|0.316227766016838|0.316227766016838|0.1|0.1|0.1|0.0316227766016838|0.0316227766016838|0.0316227766016838|0.01|0.01|0.01,12.6834475726239|7.97714640660002|8.89782004097957|6.89935650161064|7.25293836550307|6.03819986331423|5.1438120291217|5.48687889421312|4.96260450728792|5.61690562441755|6.57102861513903|6.73346643856537|3.41498056986257|4.10791077671131|2.46497400896565|0.863706781891261|1.00436120785112|2.87846082526199|0.562322463347026|3.00118078572292|2.37111036918757|0.747835421342128|2.1531832977708|3.2555187054894,dt4,PR_0.9
Rapamycin,Mahalanobis distance (cutoff = 1),24,0.7608696562725552,hill,5.432044149935519,0.8542076049585672,NA,NA,6.002750527846632,0.30000000003254335,NA,1.4212494265663915,NA,-0.3852767805749512,1.026413166311677,0.0036572356475701494,0.014659129748144392,5.2358128591619665e-14,-30.286629020080866,0.9999999999999354,0.16591563994737657,NA,4.133077565218783,2.1201346354502772e-5,2.411869334072848e-4,0.0031404857042681518,0.0022842696111828077,0.0022842696111828077,0.007368486647589777,20|20|20|15|15|15|6.32455532033676|6.32455532033676|6.32455532033676|2|2|2|0.632455532033676|0.632455532033676|0.632455532033676|0.2|0.2|0.2|0.0632455532033676|0.0632455532033676|0.0632455532033676|0.02|0.02|0.02,4.39489532735671|5.377102223231|4.54607125077647|4.82622229766224|4.06594151882595|3.90155241619831|3.01131591902665|3.24636105045642|3.05792093937796|1.64460084629567|2.39163154164079|2.43754758867167|2.18334746182085|1.81975697093068|2.19279318513365|2.4544941906761|2.33386137171663|2.55165673890669|2.04461059093578|1.93339829897365|2.30159974986068|2.27432573670877|2.83341386250499|3.65736956729118,dt4,PR_0.9
