name,assay,n_gt_cutoff,cutoff,fit_method,top_over_cutoff,rmse,a,b,tp,p,q,ga,la,er,bmr,bmdl,bmdu,caikwt,mll,hitcall,ac50,ac50_loss,top,ac5,ac10,ac20,acc,ac1sd,bmd,conc,resp,errfun,exp
Staurosporine,Mahalanobis distance (cutoff = 1),32,1.2167912705490884,exp5,6.143671737642201,1.0130578959662688,NA,NA,9.123146125593397,0.3169820255299949,NA,0.028877621004931936,NA,-0.13320164874693477,1.6414514239707203,3.868744776203604e-4,8.185928648550847e-4,8.860209744248868e-23,-47.286067850723974,0.9999999999999993,0.012174100005927911,NA,7.475566139482179,4.111113129645958e-6,3.919462189700207e-5,4.032149361721176e-4,1.992634168297262e-4,1.992634168297262e-4,5.576055502421215e-4,0.5|0.5|0.5|0.5|0.375|0.375|0.375|0.375|0.158113883008419|0.158113883008419|0.158113883008419|0.158113883008419|0.05|0.05|0.05|0.05|0.0158113883008419|0.0158113883008419|0.0158113883008419|0.0158113883008419|0.005|0.005|0.005|0.005|0.00158113883008419|0.00158113883008419|0.00158113883008419|0.00158113883008419|5e-04|5e-04|5e-04|5e-04,9.81100621985319|8.26053543874479|6.94470810723172|5.8091407532344|6.66183956408068|8.31951963858334|6.8399505329507|6.67572511143449|8.120492504564|7.05687207732288|5.31773068548961|6.48675741299667|6.04797127925255|6.14284815818953|6.12506433545931|4.84050854346365|2.18705329669967|3.10169658460853|2.7506974885507|3.47683352623689|2.49580819244945|2.74134716286351|2.67530914530533|2.47797285183321|2.86057053955312|2.37163574203572|1.66987864833247|1.67326860140303|2.77457912085004|3.52681633203448|2.43072414464594|2.46308647409215,dt4,PR_0.8
Taxol (Paclitaxel),Mahalanobis distance (cutoff = 1),23,1.2167912705490884,exp4,3.480206457057149,1.1022231523038692,NA,NA,4.23468483665571,NA,NA,0.01058353921828243,NA,-0.26616366304011924,1.6414514239707203,0.0048120353545652965,0.010960017866203835,3.4982941731095744e-15,-34.283890336334274,0.9999999999998896,0.01058353921828243,NA,4.23468483665571,7.831880558859161e-4,0.001608730700775935,0.0034071386177073463,0.005172309769384677,0.005172309769384677,0.007487880830150067,11.1111111111111|11.1111111111111|11.1111111111111|3.7037037037037|3.7037037037037|3.7037037037037|1.23456790123457|1.23456790123457|1.23456790123457|0.411522633744856|0.411522633744856|0.411522633744856|0.137174211248285|0.137174211248285|0.137174211248285|0.0316227766016838|0.0316227766016838|0.0316227766016838|0.01|0.01|0.01|0.00316227766016838|0.00316227766016838|0.00316227766016838,3.92643234777734|3.19442883394234|5.19229640859142|3.64279805375629|7.99161900920243|4.09854586939429|5.92068365309798|5.10665829792709|5.26788594882787|4.3696811195511|3.36719395371264|3.10983366084646|3.68863100526159|4.00854430445884|4.54067535864977|3.85722982375244|3.19490921814942|4.15219975123798|1.89548136110018|1.46675891269839|1.67104078370791|1.68457326008028|1.2153536682688|2.66215660864384,dt4,PR_0.8
Metoclopramide,Mahalanobis distance (cutoff = 1),12,1.2167912705490884,pow,1.8258945982346613,1.327571989058444,0.5580739260659844,NA,NA,0.3000000284824136,NA,NA,NA,-0.38202994609544494,1.6414514239707203,19.414347650767755,76.1001420184622,6.687868716918457e-7,-33.94864538902813,0.9994218635848713,9.921258751139662,NA,2.221732608074671,0.0046050437391703825,0.04641592215948807,0.4678430764055644,13.440468378075332,13.440468378075332,36.45755401012981,100|100|100|75|75|75|31.6227766016838|31.6227766016838|31.6227766016838|10|10|10|3.16227766016838|3.16227766016838|3.16227766016838|1|1|1|0.316227766016838|0.316227766016838|0.316227766016838|0.1|0.1|0.1,2.35179260055419|3.7824570001454|1.37974262803354|2.4485066329828|1.76074531015747|1.44854046368112|6.99324109106127|1.16305069023201|1.23428946801393|0.779788950031951|1.13006594904044|1.63849141797942|0.543867660803298|0.835564649042643|0.488673389899732|0.714084412690723|1.12615764643104|0.0577796630495051|0.925636853695281|1.76806685597995|1.63470161928389|2.05967669088888|1.19466826685585|0.0898655668937849,dt4,PR_0.8
Ca-074-Me,Mahalanobis distance (cutoff = 1),7,1.2167912705490884,poly1,2.4476687894024742,0.6408159401048732,0.29783020161403856,NA,NA,NA,NA,NA,NA,-0.8239242298740111,1.6414514239707203,4.786040539600749,6.388837203984959,2.8913727598620123e-10,-21.275653023596934,0.9997592004986293,5,NA,2.9783020161403857,0.5,1,2,4.085520084782877,4.085520084782877,5.511366594372102,10|10|10|7.5|7.5|7.5|3.16227766016838|3.16227766016838|3.16227766016838|1|1|1|0.316227766016838|0.316227766016838|0.316227766016838|0.1|0.1|0.1|0.0316227766016838|0.0316227766016838|0.0316227766016838|0.01|0.01|0.01,3.71582051651567|2.63923781935394|2.44840134993096|2.22465364824809|2.43210151011524|3.9095487348795|0.529440461887263|0.929682209127741|0.46612906754616|0.219874771923676|0.659455790546575|0.738025249485236|0.563913049660109|0.546150052059814|0.136999822510373|-0.319764110462286|-0.109758927669167|-0.726213534846021|-0.234220905905173|-0.369126664506784|0.0252234583608817|1.91299613570183|0.0704709966454788|0.590593747101312,dt4,PR_0.8
Amperozide,Mahalanobis distance (cutoff = 1),14,1.2167912705490884,pow,5.980764765368796,0.904109430104473,0.6422057476671401,NA,NA,0.5271493091812507,NA,NA,NA,-0.3266513385015607,1.6414514239707203,5.149205076179044,6.950933117741441,3.4386465666632827e-15,-31.741532892934536,0.9999999999392546,26.85019085707111,NA,7.277342357708317,0.3403702749386473,1.2676642663380153,4.721248623840492,3.36121118407149,3.36121118407149,5.930999892107521,100|100|100|75|75|75|33.3333333333333|33.3333333333333|33.3333333333333|11.1111111111111|11.1111111111111|11.1111111111111|3.7037037037037|3.7037037037037|3.7037037037037|1.23456790123457|1.23456790123457|1.23456790123457|0.411522633744856|0.411522633744856|0.411522633744856|0.137174211248285|0.137174211248285|0.137174211248285,7.69865139701241|8.30952936290168|7.34969756470967|5.34967407814336|5.44708575037501|5.24316872404454|4.42013993456736|4.91080990375226|4.69174305427561|1.64461148251584|2.80005822582458|0.207552318326878|0.829873041008755|1.04388210130464|0.984872412272522|0.552599722171727|1.16110784388529|0.283884729596089|1.25211894323438|0.495964206850619|0.68955985181722|0.921243534908751|2.2242959241131|2.13604520651619,dt4,PR_0.8
Tetrandrine,Mahalanobis distance (cutoff = 1),10,1.2167912705490884,hill,5.658027409164434,0.8864585829657591,NA,NA,7.25619815766724,1.9754562080200158,NA,2.5348668488189676,NA,-0.5810167162826338,1.6414514239707203,1.188244058216731,1.550873896797753,1.502459151461675e-13,-28.220012812402878,0.9999999739289389,2.4066931727810665,NA,6.884638359998758,0.5552479851012103,0.8092875926896715,1.215717751975714,1.126532557735097,1.126532557735097,1.3601479249100348,11.1111111111111|11.1111111111111|11.1111111111111|3.7037037037037|3.7037037037037|3.7037037037037|1.23456790123457|1.23456790123457|1.23456790123457|0.411522633744856|0.411522633744856|0.411522633744856|0.137174211248285|0.137174211248285|0.137174211248285|0.0316227766016838|0.0316227766016838|0.0316227766016838|0.01|0.01|0.01|0.00316227766016838|0.00316227766016838|0.00316227766016838,7.02568850097007|6.97479078545558|6.64950101357859|5.05312294573732|4.89090613329243|4.82703802864102|1.4482503961052|2.00737871707068|0.853676875313162|-0.0952603000351933|0.275985197122763|-0.0377772196045254|1.07900161495038|1.20070899595282|0.186360088010365|0.801228441663675|2.90780538476448|0.950432059367392|0.0234029388838297|0.355965245651789|0.426313832838479|1.02558307788262|1.97789217809426|0.380948779163893,dt4,PR_0.8
Fenbendazole,Mahalanobis distance (cutoff = 1),15,1.2167912705490884,pow,3.858558690471918,1.0928542221736484,3.212095736047855,NA,NA,0.547628865254946,NA,NA,NA,-0.23414188337890976,1.6414514239707203,0.24056744385495277,0.3683324996546873,2.7437869141060924e-10,-34.798311298961146,0.9999996942835028,0.564069869488108,NA,4.6950605314675515,0.008419352302284891,0.02985216108041874,0.10584561486154007,0.16989709316479024,0.16989709316479024,0.2934910200532029,2|2|2|1.5|1.5|1.5|0.632455532033676|0.632455532033676|0.632455532033676|0.2|0.2|0.2|0.0632455532033676|0.0632455532033676|0.0632455532033676|0.02|0.02|0.02|0.00632455532033676|0.00632455532033676|0.00632455532033676|0.002|0.002|0.002,4.92608998413871|3.90246570407925|5.04820927646506|4.59520076850695|4.17818567047242|3.56350842421104|4.74001258170583|2.6236685753857|1.96113244273875|0.742292204054346|0.837030689142757|0.338924071480014|1.09195676156449|-0.0159175493178854|-0.099263660627924|1.49277202789116|1.33455963912528|1.3629805189702|1.66219859043597|0.37492046962804|0.298694723160535|3.54839786042182|1.47907282140483|-0.0628633706728055,dt4,PR_0.8
Etoposide,Mahalanobis distance (cutoff = 1),13,1.2167912705490884,exp4,2.7515867137720376,0.6641930792518136,NA,NA,3.348108998435694,NA,NA,0.48851563348646965,NA,-1.0038941074997294,1.6414514239707203,0.36822937991245275,0.6162041193931479,2.4938688623674676e-16,-18.78460016906244,0.9999999999502833,0.48851514829129006,NA,3.3481066934766686,0.03615041538577707,0.07425583357561964,0.15726678591216595,0.3183171853339074,0.3183171853339074,0.4749216465851848,10|10|10|7.5|7.5|7.5|3.16227766016838|3.16227766016838|3.16227766016838|1|1|1|0.316227766016838|0.316227766016838|0.316227766016838|0.1|0.1|0.1|0.0316227766016838|0.0316227766016838|0.0316227766016838|0.01|0.01|0.01,2.27854714844347|3.75823105601297|3.07213388751174|3.63404512588819|3.65637496897485|3.19373324002375|3.13047121784289|3.32414222805253|3.26606466901657|2.76061172373448|2.44152223184693|5.10970556532321|0.585378088333556|1.37072009256321|1.0054425819301|0.474937587274769|0.511557271673034|0.476887595145965|0.944815539785034|-0.140713098664182|-0.0414344467233381|-0.229075404812868|0.868105184594565|0.613475694358175,dt4,PR_0.8
Fluphenazine,Mahalanobis distance (cutoff = 1),8,1.2167912705490884,poly1,2.7964767864366635,1.0436652575294874,0.3062455687826372,NA,NA,NA,NA,NA,NA,-0.224308408607628,1.6414514239707203,4.3506083076437685,6.9579550368296035,4.716769896859538e-5,-34.65019400798502,0.997978433180096,5.555555555555551,NA,3.4027285420292994,0.5555555555555551,1.1111111111111103,2.2222222222222205,3.973253475588167,3.973253475588167,5.359918938568438,11.1111111111111|11.1111111111111|11.1111111111111|3.7037037037037|3.7037037037037|3.7037037037037|1.23456790123457|1.23456790123457|1.23456790123457|0.411522633744856|0.411522633744856|0.411522633744856|0.137174211248285|0.137174211248285|0.137174211248285|0.0316227766016838|0.0316227766016838|0.0316227766016838|0.01|0.01|0.01|0.00316227766016838|0.00316227766016838|0.00316227766016838,4.42712599430958|3.33877295260038|3.04915105228363|0.08339879748649|0.540355875934281|0.678531131928282|1.05056749653775|0.957362494211965|0.759296759104483|0.743208798808887|1.70905381865186|0.350148410069365|0.145909062592478|0.79004474873528|0.198981091443288|0.031477560676108|2.91584734715005|0.620944918764651|-0.320069667992371|0.920061700913546|0.394428742852796|1.48257985147638|2.1237491782082|1.4887745488309,dt4,PR_0.8
Berberine Chloride,Mahalanobis distance (cutoff = 1),14,1.2167912705490884,exp5,3.743904201710175,0.5755655030962623,NA,NA,4.711455378642464,0.7376038830934919,NA,11.539368712019392,NA,-0.6858967764200766,1.6414514239707203,4.426142243016853,8.092436584421138,6.64365915842674e-16,-22.09937263967856,0.9999999999146172,10.810800607974949,NA,4.555549950412995,0.32272777973802846,0.8552846675013559,2.3587414777187,3.6868353750818508,3.6868353750818508,6.008305009501045,100|100|100|75|75|75|33.3333333333333|33.3333333333333|33.3333333333333|11.1111111111111|11.1111111111111|11.1111111111111|3.7037037037037|3.7037037037037|3.7037037037037|1.23456790123457|1.23456790123457|1.23456790123457|0.411522633744856|0.411522633744856|0.411522633744856|0.137174211248285|0.137174211248285|0.137174211248285,4.35893639819512|4.31038440853609|3.93070503560743|5.33454690897403|4.71565830316732|5.28399608822443|2.42830804175073|3.30512636420289|3.91228442382439|3.25475241579576|2.48204877860611|1.82369272622238|1.89067943044587|1.25764263307122|0.506626604971732|0.459998663348203|0.0875165225158048|0.669702000500945|-0.37206092267841|0.470894010463675|0.745259849865224|-0.0852728467195085|0.626247712165287|0.922579230630054,dt4,PR_0.8
Latrunculin B,Mahalanobis distance (cutoff = 1),19,1.2167912705490884,pow,6.148675595385869,1.3397932671057033,3.561554018198669,NA,NA,0.32235812990897517,NA,NA,NA,0.03540789502174199,1.6414514239707203,0.06852551041004108,0.12077849336801641,6.569115021757642e-14,-40.43538145173228,0.999999999966907,1.1645626442859438,NA,7.481654789903745,9.204983354104196e-4,0.00790424061708442,0.06787303934114196,0.035734624991702546,0.035734624991702546,0.09044914764593098,10|10|10|7.5|7.5|7.5|3.16227766016838|3.16227766016838|3.16227766016838|1|1|1|0.316227766016838|0.316227766016838|0.316227766016838|0.1|0.1|0.1|0.0316227766016838|0.0316227766016838|0.0316227766016838|0.01|0.01|0.01,11.7104301300195|6.86054522629176|8.42083402004129|6.82088109757958|6.37339452506281|6.52679106138593|4.22449582338005|4.64929198228555|4.60676526190149|4.20360387115371|4.80888421046165|5.74063690826742|1.79000907896903|3.82033210419783|1.42625564484468|0.0792498269491295|0.45519957832564|2.19035036694256|-0.213980929653386|2.50297626822569|1.16953491372459|0.258703149279309|1.58968435619528|2.57157598798527,dt4,PR_0.8
Rapamycin,Mahalanobis distance (cutoff = 1),23,1.2167912705490884,hill,2.4815435234159935,0.7192640963664865,NA,NA,3.6117745950471387,0.3000000000241231,NA,0.0876860091824893,NA,-0.4872589019396213,1.6414514239707203,0.014680798593405943,0.14340913172271547,3.883421115754874e-13,-27.075480653535795,0.9999999993812544,0.029096316104461267,NA,3.0195204967802085,2.562728019056484e-6,2.9971458571926015e-5,4.155530280877984e-4,0.00917576487112897,0.00917576487112897,0.04770518003178934,20|20|20|15|15|15|6.32455532033676|6.32455532033676|6.32455532033676|2|2|2|0.632455532033676|0.632455532033676|0.632455532033676|0.2|0.2|0.2|0.0632455532033676|0.0632455532033676|0.0632455532033676|0.02|0.02|0.02,3.99522012161791|3.9902692874883|3.94380222623761|3.73531154721096|3.15106730299986|3.07463249203076|2.31149314160877|2.33983493285602|2.26973357456854|0.857284537468221|2.05557921586698|1.78292502620762|1.78919541039346|1.49448564972821|2.05525610734985|2.57844026574032|1.63788741527246|2.17793519941311|1.78336714558242|1.58738783968457|2.04517487926304|1.79953031948018|2.1084626344235|2.81281447431333,dt4,PR_0.8
