chem,feat,assay,n_gt_cutoff,cutoff,fit_method,top_over_cutoff,rmse,a,b,tp,p,q,ga,la,er,bmr,bmdl,bmdu,caikwt,mll,hitcall,ac50,ac50_loss,top,ac5,ac10,ac20,acc,ac1sd,bmd,conc,resp,errfun,minDose,maxDose,removal_reason,keep,exp
5-Nitro-2-(3-phenylpropylamino)benzoic acid,cells_Morphology_AreaShape,Mahalanobis distance (cutoff = 1),17,0.932526664211698,pow,2.7346655205574746,1.7112267940817956,0.6405682685499365,NA,NA,0.3000000260759529,NA,NA,NA,0.31248445693837923,1.2579784700215806,3.1604286089567664,41.34228506326055,0.0018882002706978383,-47.04436284653204,0.995883600406585,9.921258567262234,NA,2.5501485156202084,0.004605043370300732,0.046415919301773544,0.4678430562724664,3.4966546693722766,3.4966546693722766,9.484749630583854,100|100|100|75|75|75|33.3333333333333|33.3333333333333|33.3333333333333|11.1111111111111|11.1111111111111|11.1111111111111|3.7037037037037|3.7037037037037|3.7037037037037|1.23456790123457|1.23456790123457|1.23456790123457|0.411522633744856|0.411522633744856|0.411522633744856|0.137174211248285|0.137174211248285|0.137174211248285,4.94807979743271|2.40380601168379|1.49845589971451|5.17211143700813|1.29722881088607|0.896117849719051|6.48472958280549|1.86508277391089|1.3509520873488|1.07927932538177|-0.0106122742021723|0.356590449934035|-0.165625577640003|2.91770078841789|-0.618833772581478|0.589555695513786|2.14819625415716|0.9464600512449|2.91881516302001|0.676138892888348|1.13712752678969|3.34965852040412|1.27363101132491|1.62384067626282,dt4,0.5|0.5|0.5|0.5|0.375|0.375|0.375|0.375|0.158113883008419|0.158113883008419|0.158113883008419|0.158113883008419|0.05|0.05|0.05|0.05|0.0158113883008419|0.0158113883008419|0.0158113883008419|0.0158113883008419|0.00499999999999999|0.00499999999999999|0.00499999999999999|0.00499999999999999|0.00158113883008418|0.00158113883008418|0.00158113883008418|0.00158113883008418|0.00049999999999999|0.00049999999999999|0.00049999999999999|0.00049999999999999,25|25|25|25|18.75|18.75|18.75|18.75|7.90569415042095|7.90569415042095|7.90569415042095|7.90569415042095|2.5|2.5|2.5|2.5|0.790569415042095|0.790569415042095|0.790569415042095|0.790569415042095|0.25|0.25|0.25|0.25|0.0790569415042095|0.0790569415042095|0.0790569415042095|0.0790569415042095|0.025|0.025|0.025|0.025,kept,TRUE,rep2
5-Nitro-2-(3-phenylpropylamino)benzoic acid,cells_Granularity_AGP_Granularity,Mahalanobis distance (cutoff = 1),3,0.932526664211698,poly1,0.32169232369654804,0.7581801805878097,-0.002999866695192517,NA,NA,NA,NA,NA,NA,-0.7396467216488213,1.2579784700215806,NA,NA,0.6687611140269739,-24.409619988169208,0.0011133659248460997,50,NA,-0.29998666951925174,5,10,20,NA,310.85603427183383,NA,100|100|100|75|75|75|33.3333333333333|33.3333333333333|33.3333333333333|11.1111111111111|11.1111111111111|11.1111111111111|3.7037037037037|3.7037037037037|3.7037037037037|1.23456790123457|1.23456790123457|1.23456790123457|0.411522633744856|0.411522633744856|0.411522633744856|0.137174211248285|0.137174211248285|0.137174211248285,-0.662969716615077|-0.513435532760621|1.79547417860574|0.675454763815963|-0.269655286421825|-0.600242886626831|0.125436870498642|0.232642625095295|-0.335067194805248|-0.294316237039839|0.626461148918201|-0.299530682011767|-0.324409666666027|0.378627657411197|-0.261384687777675|-0.362090615316082|2.19707622797914|-0.456776728980529|0.0486908353421908|-0.388058672340595|0.166403598165849|1.22515201074733|0.0864368372796869|-0.551380218955828,dt4,0.5|0.5|0.5|0.5|0.375|0.375|0.375|0.375|0.158113883008419|0.158113883008419|0.158113883008419|0.158113883008419|0.05|0.05|0.05|0.05|0.0158113883008419|0.0158113883008419|0.0158113883008419|0.0158113883008419|0.00499999999999999|0.00499999999999999|0.00499999999999999|0.00499999999999999|0.00158113883008418|0.00158113883008418|0.00158113883008418|0.00158113883008418|0.00049999999999999|0.00049999999999999|0.00049999999999999|0.00049999999999999,25|25|25|25|18.75|18.75|18.75|18.75|7.90569415042095|7.90569415042095|7.90569415042095|7.90569415042095|2.5|2.5|2.5|2.5|0.790569415042095|0.790569415042095|0.790569415042095|0.790569415042095|0.25|0.25|0.25|0.25|0.0790569415042095|0.0790569415042095|0.0790569415042095|0.0790569415042095|0.025|0.025|0.025|0.025,low_hitcall,FALSE,rep2
5-Nitro-2-(3-phenylpropylamino)benzoic acid,cells_Granularity_DNA_Granularity,Mahalanobis distance (cutoff = 1),18,0.932526664211698,exp4,2.2378492259235645,1.1881942925536897,NA,NA,2.0868540736592323,NA,NA,0.17042830424403504,NA,0.029175010249731934,1.2579784700215806,0.08432386580850057,0.6975507377394978,1.3000052407101808e-6,-39.42351130426349,0.9999672772647014,0.17042830424403504,NA,2.0868540736592323,0.012611793608535508,0.025905629455687463,0.054865659300165966,0.14559302109083513,0.14559302109083513,0.22702792171886363,100|100|100|75|75|75|33.3333333333333|33.3333333333333|33.3333333333333|11.1111111111111|11.1111111111111|11.1111111111111|3.7037037037037|3.7037037037037|3.7037037037037|1.23456790123457|1.23456790123457|1.23456790123457|0.411522633744856|0.411522633744856|0.411522633744856|0.137174211248285|0.137174211248285|0.137174211248285,4.09152140945184|-0.00859463296903162|1.60349342791033|4.06850873762467|3.58050225922435|3.10023312089713|4.12862669192127|2.04590258657146|1.59329127761351|0.941940824593188|1.32844840589635|1.03766206294679|3.38180835291959|-0.0892816071849557|2.38152982105921|0.746977665687214|1.81276283535233|1.90025833780445|1.80513501296399|2.65920085270002|2.3829067896325|0.241696611589075|0.232072839635211|0.73060191780808,dt4,0.5|0.5|0.5|0.5|0.375|0.375|0.375|0.375|0.158113883008419|0.158113883008419|0.158113883008419|0.158113883008419|0.05|0.05|0.05|0.05|0.0158113883008419|0.0158113883008419|0.0158113883008419|0.0158113883008419|0.00499999999999999|0.00499999999999999|0.00499999999999999|0.00499999999999999|0.00158113883008418|0.00158113883008418|0.00158113883008418|0.00158113883008418|0.00049999999999999|0.00049999999999999|0.00049999999999999|0.00049999999999999,25|25|25|25|18.75|18.75|18.75|18.75|7.90569415042095|7.90569415042095|7.90569415042095|7.90569415042095|2.5|2.5|2.5|2.5|0.790569415042095|0.790569415042095|0.790569415042095|0.790569415042095|0.25|0.25|0.25|0.25|0.0790569415042095|0.0790569415042095|0.0790569415042095|0.0790569415042095|0.025|0.025|0.025|0.025,kept,TRUE,rep2
5-Nitro-2-(3-phenylpropylamino)benzoic acid,cells_Granularity_ER_Granularity,Mahalanobis distance (cutoff = 1),10,0.932526664211698,exp4,0.7745703541018094,1.2865698817705022,NA,NA,0.7223075085078341,NA,NA,0.013717421674671559,NA,0.046515479592768444,1.2579784700215806,NA,NA,0.19673366730659256,-40.3938139373361,0.16802343276731269,0.013717421674671559,NA,0.7223075085078341,0.0010150971798351636,0.0020850905286402543,0.004416023426493626,NA,NA,NA,100|100|100|75|75|75|33.3333333333333|33.3333333333333|33.3333333333333|11.1111111111111|11.1111111111111|11.1111111111111|3.7037037037037|3.7037037037037|3.7037037037037|1.23456790123457|1.23456790123457|1.23456790123457|0.411522633744856|0.411522633744856|0.411522633744856|0.137174211248285|0.137174211248285|0.137174211248285,1.21961380508715|0.019572018851412|0.327294208191303|2.57354226302367|0.0118220573797229|-0.231915329997977|1.83782967356306|1.66288417272835|-0.504094112599406|0.723922455360111|0.179420429583982|-0.486047081917958|0.389029099497607|-0.430052307020875|-0.271988596750444|-0.0567303992430658|1.21848185814005|-0.169768971391472|3.17624799139104|0.79432821145363|1.57547984466585|4.05554473870736|1.65604584689144|3.12554123735469,dt4,0.5|0.5|0.5|0.5|0.375|0.375|0.375|0.375|0.158113883008419|0.158113883008419|0.158113883008419|0.158113883008419|0.05|0.05|0.05|0.05|0.0158113883008419|0.0158113883008419|0.0158113883008419|0.0158113883008419|0.00499999999999999|0.00499999999999999|0.00499999999999999|0.00499999999999999|0.00158113883008418|0.00158113883008418|0.00158113883008418|0.00158113883008418|0.00049999999999999|0.00049999999999999|0.00049999999999999|0.00049999999999999,25|25|25|25|18.75|18.75|18.75|18.75|7.90569415042095|7.90569415042095|7.90569415042095|7.90569415042095|2.5|2.5|2.5|2.5|0.790569415042095|0.790569415042095|0.790569415042095|0.790569415042095|0.25|0.25|0.25|0.25|0.0790569415042095|0.0790569415042095|0.0790569415042095|0.0790569415042095|0.025|0.025|0.025|0.025,low_hitcall,FALSE,rep2
5-Nitro-2-(3-phenylpropylamino)benzoic acid,cells_Granularity_Mito_Granularity,Mahalanobis distance (cutoff = 1),5,0.932526664211698,poly1,0.5333031875847504,1.319156506868867,-0.0049731944253187275,NA,NA,NA,NA,NA,NA,-0.15035298975721434,1.2579784700215806,NA,NA,0.5766603359401264,-38.67410371851401,0.04141708636760288,50,NA,-0.49731944253187277,5,10,20,NA,187.51059871381025,NA,100|100|100|75|75|75|33.3333333333333|33.3333333333333|33.3333333333333|11.1111111111111|11.1111111111111|11.1111111111111|3.7037037037037|3.7037037037037|3.7037037037037|1.23456790123457|1.23456790123457|1.23456790123457|0.411522633744856|0.411522633744856|0.411522633744856|0.137174211248285|0.137174211248285|0.137174211248285,-0.705627913324437|-0.521542548818439|-0.227742610980649|-0.124334256652976|-0.748269653534397|-0.516272387967857|0.860890869894367|0.227947759254772|-0.578599384203771|-0.581989980487672|0.58050453360338|-0.546954640745494|-0.483731934030138|-0.539674128623037|-0.598950149933928|-0.315272861906695|0.685874880682164|-0.74721379367591|1.83679880212799|0.318248720505772|2.74608281504062|2.95950451248558|2.18568635046764|3.54804920784041,dt4,0.5|0.5|0.5|0.5|0.375|0.375|0.375|0.375|0.158113883008419|0.158113883008419|0.158113883008419|0.158113883008419|0.05|0.05|0.05|0.05|0.0158113883008419|0.0158113883008419|0.0158113883008419|0.0158113883008419|0.00499999999999999|0.00499999999999999|0.00499999999999999|0.00499999999999999|0.00158113883008418|0.00158113883008418|0.00158113883008418|0.00158113883008418|0.00049999999999999|0.00049999999999999|0.00049999999999999|0.00049999999999999,25|25|25|25|18.75|18.75|18.75|18.75|7.90569415042095|7.90569415042095|7.90569415042095|7.90569415042095|2.5|2.5|2.5|2.5|0.790569415042095|0.790569415042095|0.790569415042095|0.790569415042095|0.25|0.25|0.25|0.25|0.0790569415042095|0.0790569415042095|0.0790569415042095|0.0790569415042095|0.025|0.025|0.025|0.025,low_hitcall,FALSE,rep2
5-Nitro-2-(3-phenylpropylamino)benzoic acid,cells_Granularity_RNA_Granularity,Mahalanobis distance (cutoff = 1),12,0.932526664211698,exp4,1.1260596562836722,1.3294751139379768,NA,NA,1.050080654977584,NA,NA,0.013717421664452313,NA,0.1457404204954459,1.2579784700215806,NA,NA,0.022024101699225966,-42.12577231805852,0.6467189446268364,0.013717421664452313,NA,1.050080654977584,0.0010150971790789335,0.0020850905270868975,0.0044160234232037635,0.04333477154175992,0.04333477154175992,NA,100|100|100|75|75|75|33.3333333333333|33.3333333333333|33.3333333333333|11.1111111111111|11.1111111111111|11.1111111111111|3.7037037037037|3.7037037037037|3.7037037037037|1.23456790123457|1.23456790123457|1.23456790123457|0.411522633744856|0.411522633744856|0.411522633744856|0.137174211248285|0.137174211248285|0.137174211248285,3.61121691017754|0.134694348568076|0.829150514758545|2.3908207718179|-0.0255701821410301|-0.724943015205812|2.29809161564149|1.15012385061637|-0.147458966226332|0.985245159197746|2.02625936914863|-0.242166295198349|0.782719057653096|0.199453566074016|-0.141390626054215|0.269384007034625|1.02533134055623|-0.0521926332826085|3.06690095300371|0.774383511540922|2.70258531398788|3.81454913862706|1.35297198342216|3.19043826918616,dt4,0.5|0.5|0.5|0.5|0.375|0.375|0.375|0.375|0.158113883008419|0.158113883008419|0.158113883008419|0.158113883008419|0.05|0.05|0.05|0.05|0.0158113883008419|0.0158113883008419|0.0158113883008419|0.0158113883008419|0.00499999999999999|0.00499999999999999|0.00499999999999999|0.00499999999999999|0.00158113883008418|0.00158113883008418|0.00158113883008418|0.00158113883008418|0.00049999999999999|0.00049999999999999|0.00049999999999999|0.00049999999999999,25|25|25|25|18.75|18.75|18.75|18.75|7.90569415042095|7.90569415042095|7.90569415042095|7.90569415042095|2.5|2.5|2.5|2.5|0.790569415042095|0.790569415042095|0.790569415042095|0.790569415042095|0.25|0.25|0.25|0.25|0.0790569415042095|0.0790569415042095|0.0790569415042095|0.0790569415042095|0.025|0.025|0.025|0.025,low_hitcall,FALSE,rep2
5-Nitro-2-(3-phenylpropylamino)benzoic acid,cells_Spatial_Neighbors,Mahalanobis distance (cutoff = 1),9,0.932526664211698,poly2,0.9742471647239767,1.0040126937754963,-2.5923611673438836,-78.43803577076892,NA,NA,NA,NA,NA,-0.2642217147561382,1.2579784700215806,NA,NA,0.6026343785988185,-31.908825015518623,0.006642936109789247,90.36810952302413,NA,-0.9085114586377546,79.78921858787375,81.09682831270285,83.59660962354357,NA,100.46706900693138,NA,100|100|100|75|75|75|33.3333333333333|33.3333333333333|33.3333333333333|11.1111111111111|11.1111111111111|11.1111111111111|3.7037037037037|3.7037037037037|3.7037037037037|1.23456790123457|1.23456790123457|1.23456790123457|0.411522633744856|0.411522633744856|0.411522633744856|0.137174211248285|0.137174211248285|0.137174211248285,-0.667099366908804|-0.709659002638717|-0.746966724031933|0.156881731164415|-0.660537804095673|-0.477892005177442|1.36881690350092|0.414169797633015|0.13114194206445|0.446374856223446|2.60363932589294|1.33245002248076|1.16316956937388|1.86030001763954|0.332746194977788|0.945462577588664|-0.075467027366543|-0.614984402572971|2.20425914753293|-0.208730005480603|2.02536650322513|1.18717065704032|-0.503060994349799|-0.058567963648394,dt4,0.5|0.5|0.5|0.5|0.375|0.375|0.375|0.375|0.158113883008419|0.158113883008419|0.158113883008419|0.158113883008419|0.05|0.05|0.05|0.05|0.0158113883008419|0.0158113883008419|0.0158113883008419|0.0158113883008419|0.00499999999999999|0.00499999999999999|0.00499999999999999|0.00499999999999999|0.00158113883008418|0.00158113883008418|0.00158113883008418|0.00158113883008418|0.00049999999999999|0.00049999999999999|0.00049999999999999|0.00049999999999999,25|25|25|25|18.75|18.75|18.75|18.75|7.90569415042095|7.90569415042095|7.90569415042095|7.90569415042095|2.5|2.5|2.5|2.5|0.790569415042095|0.790569415042095|0.790569415042095|0.790569415042095|0.25|0.25|0.25|0.25|0.0790569415042095|0.0790569415042095|0.0790569415042095|0.0790569415042095|0.025|0.025|0.025|0.025,low_hitcall,FALSE,rep2
5-Nitro-2-(3-phenylpropylamino)benzoic acid,cells_NumberOfNeighbors_Neighbors,Mahalanobis distance (cutoff = 1),12,0.932526664211698,exp2,3.360968005275462,1.9583295559368104,2.091944272001824e-5,8.391225990137519,NA,NA,NA,NA,NA,0.499592938397158,1.2579784700215806,NA,NA,0.16427275160569094,-51.16442751763452,0.8279887902007211,94.1837013709118,NA,3.1341922824817714,74.86319756366375,80.67899217646065,86.49506678709523,89.82804449453,89.82804449453,NA,100|100|100|75|75|75|33.3333333333333|33.3333333333333|33.3333333333333|11.1111111111111|11.1111111111111|11.1111111111111|3.7037037037037|3.7037037037037|3.7037037037037|1.23456790123457|1.23456790123457|1.23456790123457|0.411522633744856|0.411522633744856|0.411522633744856|0.137174211248285|0.137174211248285|0.137174211248285,3.1410389799275|3.1410389799275|3.1410389799275|-0.727647987305694|3.1410389799275|-0.727647987305694|-0.727647987305694|-0.727647987305694|-0.727647987305694|-0.727647987305694|-0.727647987305694|-0.727647987305694|3.06988674485923|3.06988674485923|-0.727647987305694|3.06988674485923|3.1410389799275|3.1410389799275|3.06988674485923|-0.727647987305694|-0.727647987305694|3.06988674485923|-0.727647987305694|3.06988674485923,dt4,0.5|0.5|0.5|0.5|0.375|0.375|0.375|0.375|0.158113883008419|0.158113883008419|0.158113883008419|0.158113883008419|0.05|0.05|0.05|0.05|0.0158113883008419|0.0158113883008419|0.0158113883008419|0.0158113883008419|0.00499999999999999|0.00499999999999999|0.00499999999999999|0.00499999999999999|0.00158113883008418|0.00158113883008418|0.00158113883008418|0.00158113883008418|0.00049999999999999|0.00049999999999999|0.00049999999999999|0.00049999999999999,25|25|25|25|18.75|18.75|18.75|18.75|7.90569415042095|7.90569415042095|7.90569415042095|7.90569415042095|2.5|2.5|2.5|2.5|0.790569415042095|0.790569415042095|0.790569415042095|0.790569415042095|0.25|0.25|0.25|0.25|0.0790569415042095|0.0790569415042095|0.0790569415042095|0.0790569415042095|0.025|0.025|0.025|0.025,low_hitcall,FALSE,rep2
5-Nitro-2-(3-phenylpropylamino)benzoic acid,cells_SubcellularOrganization_RadialDistribution,Mahalanobis distance (cutoff = 1),17,0.932526664211698,exp4,1.879475505167031,1.361719324008783,NA,NA,1.7526610233010076,NA,NA,0.013717421751817711,NA,0.13487916729355465,1.2579784700215806,NA,NA,3.1163562878280505e-5,-42.14607187506739,0.997985568284437,0.013717421751817711,NA,1.7526610233010076,0.0010150971855440237,0.0020850905403667084,0.00441602345132914,0.015029010442684614,0.015029010442684614,NA,100|100|100|75|75|75|33.3333333333333|33.3333333333333|33.3333333333333|11.1111111111111|11.1111111111111|11.1111111111111|3.7037037037037|3.7037037037037|3.7037037037037|1.23456790123457|1.23456790123457|1.23456790123457|0.411522633744856|0.411522633744856|0.411522633744856|0.137174211248285|0.137174211248285|0.137174211248285,2.47032241919953|2.32546073167499|2.04975700108282|4.05958347053639|1.39670466433716|0.753889475918186|1.62747098360338|2.70877521032501|1.19230378862639|0.681029573579401|0.62219021529187|-0.163987806459373|-0.0418586063638824|0.348356358999678|1.03686488700936|-0.0376496049409049|5.34461775446792|1.88384294158876|1.33110011207156|2.98613153008244|3.44638417552924|2.2773516625682|2.82234110950691|3.15069413420343,dt4,0.5|0.5|0.5|0.5|0.375|0.375|0.375|0.375|0.158113883008419|0.158113883008419|0.158113883008419|0.158113883008419|0.05|0.05|0.05|0.05|0.0158113883008419|0.0158113883008419|0.0158113883008419|0.0158113883008419|0.00499999999999999|0.00499999999999999|0.00499999999999999|0.00499999999999999|0.00158113883008418|0.00158113883008418|0.00158113883008418|0.00158113883008418|0.00049999999999999|0.00049999999999999|0.00049999999999999|0.00049999999999999,25|25|25|25|18.75|18.75|18.75|18.75|7.90569415042095|7.90569415042095|7.90569415042095|7.90569415042095|2.5|2.5|2.5|2.5|0.790569415042095|0.790569415042095|0.790569415042095|0.790569415042095|0.25|0.25|0.25|0.25|0.0790569415042095|0.0790569415042095|0.0790569415042095|0.0790569415042095|0.025|0.025|0.025|0.025,missing_bmdl,FALSE,rep2
5-Nitro-2-(3-phenylpropylamino)benzoic acid,cytoplasm_Morphology_AreaShape,Mahalanobis distance (cutoff = 1),17,0.932526664211698,pow,2.9831889312935815,1.825055403852615,0.6987823235911088,NA,NA,0.3000000535499667,NA,NA,NA,0.3068000819644172,1.2579784700215806,2.505413719373623,28.44888026369253,9.351719356697186e-4,-47.80403615082175,0.9983933897551042,9.921260666548982,NA,2.7819032228124643,0.004605047581602955,0.0464159519276574,0.46784328612749554,2.6165623372643516,2.6165623372643516,7.097479945957309,100|100|100|75|75|75|33.3333333333333|33.3333333333333|33.3333333333333|11.1111111111111|11.1111111111111|11.1111111111111|3.7037037037037|3.7037037037037|3.7037037037037|1.23456790123457|1.23456790123457|1.23456790123457|0.411522633744856|0.411522633744856|0.411522633744856|0.137174211248285|0.137174211248285|0.137174211248285,5.00772388230609|2.80625063042867|1.43640278210661|5.47366810661319|1.18289290462982|0.442777431921647|6.87562445182129|1.04070313512441|2.09905276447131|2.35467721410551|1.13071086964151|0.616520755067212|0.814956474513299|0.311316807884521|0.127171054140764|1.59521933727925|0.865278584161392|0.544263456591562|3.2976298668326|1.04937134553651|1.79682383575282|4.51706927642167|0.936800151662669|2.10894960067377,dt4,0.5|0.5|0.5|0.5|0.375|0.375|0.375|0.375|0.158113883008419|0.158113883008419|0.158113883008419|0.158113883008419|0.05|0.05|0.05|0.05|0.0158113883008419|0.0158113883008419|0.0158113883008419|0.0158113883008419|0.00499999999999999|0.00499999999999999|0.00499999999999999|0.00499999999999999|0.00158113883008418|0.00158113883008418|0.00158113883008418|0.00158113883008418|0.00049999999999999|0.00049999999999999|0.00049999999999999|0.00049999999999999,25|25|25|25|18.75|18.75|18.75|18.75|7.90569415042095|7.90569415042095|7.90569415042095|7.90569415042095|2.5|2.5|2.5|2.5|0.790569415042095|0.790569415042095|0.790569415042095|0.790569415042095|0.25|0.25|0.25|0.25|0.0790569415042095|0.0790569415042095|0.0790569415042095|0.0790569415042095|0.025|0.025|0.025|0.025,kept,TRUE,rep2
