chem,feat,assay,n_gt_cutoff,cutoff,fit_method,top_over_cutoff,rmse,a,b,tp,p,q,ga,la,er,bmr,bmdl,bmdu,caikwt,mll,hitcall,ac50,ac50_loss,top,ac5,ac10,ac20,acc,ac1sd,bmd,conc,resp,errfun,exp
NPPB,NA_Position_Position,Mahalanobis distance (cutoff = 1),22,0.8139018571430854,exp4,4.321679758696745,10.208741929710548,NA,NA,3.517423181580962,NA,NA,0.15825091185452067,NA,0.7621001104534959,1.0979536052860221,0.015299699602863119,0.28236379701686093,1.1900404465290063e-4,-69.14450896410395,0.9998801313369633,0.15825091185452067,NA,3.517423181580962,0.01171065949124242,0.02405462814238707,0.05094541456751374,0.06008457648931536,0.06008457648931536,0.08542829193394873,100|100|100|75|75|75|33.3333333333333|33.3333333333333|33.3333333333333|11.1111111111111|11.1111111111111|11.1111111111111|3.7037037037037|3.7037037037037|3.7037037037037|1.23456790123457|1.23456790123457|1.23456790123457|0.411522633744856|0.411522633744856|0.411522633744856|0.137174211248285|0.137174211248285|0.137174211248285,8.63861753301058|4.08670695506621|18.1502226391495|2.090433714988|0.712372198239772|0.14081132858718|4.84049296749073|2.96698413818676|1.12650261729131|5.61122681860183|5.25286477945042|1.64821600832816|50.4329091872787|3.96587746310069|3.16165661672495|7.44656809067424|2.94323451062595|2.46647568754431|3.72032718043077|3.26911123313634|1.73842843712254|1.32282406954675|1.6408456123263|1.77913059578276,dt4,Definitive_rep2
NPPB,Ring_Mito_Intensity,Mahalanobis distance (cutoff = 1),12,0.8139018571430854,exp2,3.5702960949020346,2.670566684685325,0.026423226182011487,21.23459247322743,NA,NA,NA,NA,NA,0.021602651698841943,1.0979536052860221,75.1092023517699,86.84718774848174,0.018956060812490502,-48.912566590192576,0.9804847640427199,85.4717923912584,NA,2.9058706221914714,39.742726052680446,52.76139710953099,66.57615966430345,73.46203709245884,73.46203709245884,79.64545301017392,100|100|100|75|75|75|33.3333333333333|33.3333333333333|33.3333333333333|11.1111111111111|11.1111111111111|11.1111111111111|3.7037037037037|3.7037037037037|3.7037037037037|1.23456790123457|1.23456790123457|1.23456790123457|0.411522633744856|0.411522633744856|0.411522633744856|0.137174211248285|0.137174211248285|0.137174211248285,3.62119088909041|2.3435071118374|2.79761427312153|1.24770567124865|1.00881372565869|0.329829521117761|1.85384625394585|0.115721675976621|-0.676307378471883|-0.13751917310873|-0.465921369823397|-0.597338992985143|-0.32150279085289|-0.00171167516199511|-0.204694496286896|0.0401171390191506|1.12924874209853|0.449840721693618|0.846117222227657|0.489980006110907|7.76761047557763|3.33151963067812|3.08369491800512|9.05799186579047,dt4,Definitive_rep2
NPPB,Cytoplasm_Mito_Texture,Mahalanobis distance (cutoff = 1),11,0.8139018571430854,poly1,2.1800459604052635,3.702066056404181,0.01774343455831125,NA,NA,NA,NA,NA,NA,-0.18084523505186262,1.0979536052860221,45.23975880455395,96.95269623184797,0.0068866742933491355,-47.456915129216256,0.9851087129265256,50,NA,1.774343455831125,5.000000000000001,10.000000000000002,20.000000000000004,45.87059255457638,45.87059255457638,61.879429356123545,100|100|100|75|75|75|33.3333333333333|33.3333333333333|33.3333333333333|11.1111111111111|11.1111111111111|11.1111111111111|3.7037037037037|3.7037037037037|3.7037037037037|1.23456790123457|1.23456790123457|1.23456790123457|0.411522633744856|0.411522633744856|0.411522633744856|0.137174211248285|0.137174211248285|0.137174211248285,1.71370259244573|1.18645863378455|1.94493714257052|1.13724672314177|2.86210521212528|2.09540997218924|-0.203111883576403|0.896410572520226|-0.436911445660707|-0.361250887230238|-0.298028057574708|-0.236862863030197|-0.209860117608095|0.0184932065404112|-0.176024578357502|-0.636930350594632|0.904347682831346|-0.224497216837131|-0.298316951907668|-0.0852123623264245|16.6568279452127|-0.482249863677602|4.32148904069479|5.04686862236504,dt4,Definitive_rep2
NPPB,Cytoplasm_Mito_Intensity,Mahalanobis distance (cutoff = 1),12,0.8139018571430854,poly1,3.3973385786979886,2.9549660504783573,0.02765100178546143,NA,NA,NA,NA,NA,NA,0.48874006991203045,1.0979536052860221,27.317453005375707,75.38337102673533,0.037607861726364086,-55.84915140560652,0.9541631292562605,50,NA,2.765100178546143,5,10,20,29.43480541710519,29.43480541710519,39.7075525076749,100|100|100|75|75|75|33.3333333333333|33.3333333333333|33.3333333333333|11.1111111111111|11.1111111111111|11.1111111111111|3.7037037037037|3.7037037037037|3.7037037037037|1.23456790123457|1.23456790123457|1.23456790123457|0.411522633744856|0.411522633744856|0.411522633744856|0.137174211248285|0.137174211248285|0.137174211248285,3.88216777743679|2.59107826116867|3.30544250745665|4.15734291209944|0.52351808562537|0.400032196126544|1.47224124917723|0.47067558628191|-0.628121090525866|0.706391374177234|-0.5968342963825|-0.437254450642341|-0.178227152708235|-0.441458924526735|-0.527612008182693|0.250119801176801|2.04379047847466|1.4565124566715|1.16085459705734|0.329242325135042|7.49714752902909|7.32816208513574|2.93527354693647|8.21532192768767,dt4,Definitive_rep2
NPPB,Cytoplasm_ER_Profile,Mahalanobis distance (cutoff = 1),9,0.8139018571430854,poly1,2.376802127362328,0.8677764154782852,0.01934483665521835,NA,NA,NA,NA,NA,NA,-0.4883254375757802,1.0979536052860221,43.44925822853218,81.24598677186843,1.4874359514380764e-4,-29.411447284982493,0.9960146315512686,50,NA,1.934483665521835,5,10,20,42.07333830981364,42.07333830981364,56.7569333799386,100|100|100|75|75|75|33.3333333333333|33.3333333333333|33.3333333333333|11.1111111111111|11.1111111111111|11.1111111111111|3.7037037037037|3.7037037037037|3.7037037037037|1.23456790123457|1.23456790123457|1.23456790123457|0.411522633744856|0.411522633744856|0.411522633744856|0.137174211248285|0.137174211248285|0.137174211248285,1.78209973312767|0.565312369954008|2.58453074937835|1.4401687988061|3.36770924798178|1.0729067943984|2.88800301479051|0.882086728725601|0.182281076186401|1.11901380042819|0.140428023033768|-0.198944516795693|-0.275087649652113|-0.201191186531204|-0.215505232011182|-0.592587140941877|1.90559718164693|0.226243875311324|-0.0663475921488816|0.0450275299856081|-0.332095793369042|0.596842293742273|0.553646616988213|0.790538604374478,dt4,Definitive_rep2
NPPB,Cytoplasm_DNA_Profile,Mahalanobis distance (cutoff = 1),15,0.8139018571430854,poly1,4.180318721406366,1.2938235212461713,0.0340236917080265,NA,NA,NA,NA,NA,NA,0.08343797018043372,1.0979536052860221,24.88129106700593,46.1124623597397,1.0818268739330467e-4,-41.11684406062349,0.9998504610634503,50,NA,3.40236917080265,5.000000000000001,10.000000000000002,20.000000000000004,23.92162097304328,23.92162097304328,32.27026669263538,100|100|100|75|75|75|33.3333333333333|33.3333333333333|33.3333333333333|11.1111111111111|11.1111111111111|11.1111111111111|3.7037037037037|3.7037037037037|3.7037037037037|1.23456790123457|1.23456790123457|1.23456790123457|0.411522633744856|0.411522633744856|0.411522633744856|0.137174211248285|0.137174211248285|0.137174211248285,3.01827168324454|1.43027213077848|4.08903436769969|4.27694599555384|3.39428507487935|1.11277387558561|0.521796145767333|3.40314026119897|1.29496117348107|0.671954167801917|-0.145950400852944|0.46812000040792|0.133248855057332|-0.0851666287640772|-0.194993307205775|0.187181384070092|2.87217471288522|1.64160452406771|2.12762944347443|1.35761813327005|1.01423960906351|0.638111509203146|1.20593899419755|2.03871609975876,dt4,Definitive_rep2
NPPB,Nucleus_RNA_Texture,Mahalanobis distance (cutoff = 1),11,0.8139018571430854,pow,4.99856811554213,0.6957787610987882,3.3723128883615374e-4,NA,NA,2.0407448958679546,NA,NA,NA,-0.4813638185064123,1.0979536052860221,48.203923922695566,57.277916918272354,2.423565553591678e-8,-26.819896805057066,0.9999784624453287,71.20166331248278,NA,4.068343872295952,23.039496719919505,32.358087786244624,45.445690846061666,45.45206958211663,45.45206958211663,52.63343910587704,100|100|100|75|75|75|33.3333333333333|33.3333333333333|33.3333333333333|11.1111111111111|11.1111111111111|11.1111111111111|3.7037037037037|3.7037037037037|3.7037037037037|1.23456790123457|1.23456790123457|1.23456790123457|0.411522633744856|0.411522633744856|0.411522633744856|0.137174211248285|0.137174211248285|0.137174211248285,3.77199678984022|3.49891604948454|5.57555971811491|1.45976080946093|2.57432366141462|3.20487517262423|0.00844716894993425|1.4786346123472|-0.186558254532613|-0.633563450520273|-0.0620213411764228|-0.033379504907316|-0.495767056950693|-0.675793975955615|0.0204228331861319|-0.553432658746709|0.986465715482135|-0.290249278993541|0.00408679130106671|0.90049349095485|1.05046588959701|-0.252034287327435|0.460056966732901|0.948863063693521,dt4,Definitive_rep2
NPPB,Nucleus_RNA_Profile,Mahalanobis distance (cutoff = 1),14,0.8139018571430854,pow,2.967021848603481,1.9194553764372204,0.6065856089664985,NA,NA,0.30000034061425107,NA,NA,NA,0.4208666788960433,1.0979536052860221,2.367940420888949,38.19401917584002,0.011526556320045912,-49.70043801610955,0.9855279996118285,9.921282601106782,NA,2.4148645927624837,0.004605091583892772,0.046416292822654255,0.46784568778915964,2.6643992714581004,2.6643992714581004,7.227231727362977,100|100|100|75|75|75|33.3333333333333|33.3333333333333|33.3333333333333|11.1111111111111|11.1111111111111|11.1111111111111|3.7037037037037|3.7037037037037|3.7037037037037|1.23456790123457|1.23456790123457|1.23456790123457|0.411522633744856|0.411522633744856|0.411522633744856|0.137174211248285|0.137174211248285|0.137174211248285,1.01106753635459|2.37681817992018|2.36394464219265|3.5606730968242|3.41127714257837|0.662697112405819|3.71311151729794|3.70674448598333|0.248784372070462|1.24687196394152|0.0172414327093587|0.4059157252397|-0.381488852325934|-0.126737646558571|-0.101975022060583|-0.30257698373324|5.52965294937771|2.00462446566527|0.489121787117515|2.88313986959081|0.429094005504463|4.46805917773811|1.75587113402352|3.98452709311603,dt4,Definitive_rep2
NPPB,Nucleus_RNA_Radial,Mahalanobis distance (cutoff = 1),17,0.8139018571430854,exp4,2.1961158765635105,0.9822500982707971,NA,NA,1.7874227904364561,NA,NA,0.16876875307118608,NA,-0.20302358790189134,1.0979536052860221,0.09232830351217265,0.6569883414930379,1.6386753985177205e-6,-34.301552697770866,0.9999832766560194,0.16876875307118608,NA,1.7874227904364561,0.012488985856808982,0.025653372543684057,0.054331403152722606,0.14794218573528561,0.14794218573528561,0.23194276982294604,100|100|100|75|75|75|33.3333333333333|33.3333333333333|33.3333333333333|11.1111111111111|11.1111111111111|11.1111111111111|3.7037037037037|3.7037037037037|3.7037037037037|1.23456790123457|1.23456790123457|1.23456790123457|0.411522633744856|0.411522633744856|0.411522633744856|0.137174211248285|0.137174211248285|0.137174211248285,2.11695019461238|1.69027417504646|3.04241562951676|1.91342099529274|2.78918876034673|2.86598298437559|2.34004356947824|1.23513505089047|0.304586470572309|1.13128558068064|2.18427177409218|0.193808918011439|-0.493886259445885|1.64843544547718|1.86550426488389|-0.189172546115905|1.40229747882532|2.3369664557435|2.03804864542774|1.89368730796522|2.52462918017897|-0.125280691281851|-0.378649150640627|0.667689843145722,dt4,Definitive_rep2
NPPB,Nucleus_RNA_Compactness,Mahalanobis distance (cutoff = 1),10,0.8139018571430854,pow,5.688200875565628,1.0290670414911083,2.7151341599697047e-5,NA,NA,2.6158778352621415,NA,NA,NA,-0.6838702954247646,1.0979536052860221,55.67747863048876,59.9247068316671,5.1436112315626485e-9,-29.61214364160992,0.9999998459061541,76.72236782125141,NA,4.629637256425789,31.815675506419264,41.46857873383648,54.05018107685417,51.45025655267183,51.45025655267183,57.688417177495786,100|100|100|75|75|75|33.3333333333333|33.3333333333333|33.3333333333333|11.1111111111111|11.1111111111111|11.1111111111111|3.7037037037037|3.7037037037037|3.7037037037037|1.23456790123457|1.23456790123457|1.23456790123457|0.411522633744856|0.411522633744856|0.411522633744856|0.137174211248285|0.137174211248285|0.137174211248285,4.5551828082501|4.34875024607659|4.91816192346789|3.42791641821474|2.11892349618928|1.93584450513427|0.1899442709231|0.294902674930723|-0.361262911577143|-0.065470872999856|1.14991467839768|0.0414581950446489|0.0458161266009165|0.409424303789487|-0.189585435315894|-0.290321120289656|-0.392493901189873|-0.000977020079254598|-0.0734986703586541|-0.420407127288881|0.0823992845242291|3.06361093999019|2.07141137687266|2.76240795296448,dt4,Definitive_rep2
