name,assay,n_gt_cutoff,cutoff,fit_method,top_over_cutoff,rmse,a,b,tp,p,q,ga,la,er,bmr,bmdl,bmdu,caikwt,mll,hitcall,ac50,ac50_loss,top,ac5,ac10,ac20,acc,ac1sd,bmd,conc,resp,errfun,exp
Staurosporine,Mahalanobis distance (cutoff = 1),26,0.7541824593247989,exp5,4.795619987282122,0.8755232130675943,NA,NA,4.5164955987205335,0.3000015567101344,NA,0.029916923393734703,NA,-0.3037540139588767,1.0173921376291537,5.528332951371354e-4,0.0019980375587814775,5.439976962040109e-15,-42.377651862543225,0.9999999997665571,0.010862901454308823,NA,3.6167724759955915,2.385772751690433e-6,2.5797383652739088e-5,3.016534170186098e-4,3.51282402427082e-4,3.51282402427082e-4,0.0010705567767659771,0.5|0.5|0.5|0.5|0.375|0.375|0.375|0.375|0.158113883008419|0.158113883008419|0.158113883008419|0.158113883008419|0.05|0.05|0.05|0.05|0.0158113883008419|0.0158113883008419|0.0158113883008419|0.0158113883008419|0.005|0.005|0.005|0.005|0.00158113883008419|0.00158113883008419|0.00158113883008419|0.00158113883008419|5e-04|5e-04|5e-04|5e-04,3.78056272427167|3.86556380650243|1.8063748167085|3.74692994037176|3.69200078814549|3.25827581205886|3.57159447296483|4.66504562358222|3.36656137223431|4.45781341663846|2.9412999796979|2.68158102493886|1.82881149716023|3.7010740330762|0.706939861689555|1.61322001315921|2.15812379365641|2.84414702678175|0.312540518003862|1.88872736121396|0.614083290077059|1.80268077875244|0.480722433870163|2.60027975910804|1.69231664545664|0.680463437956079|-0.0293921867258193|0.927272172279986|1.83541551252788|2.13650775694736|1.36137560968066|0.853452127305653,dt4,PR_0.5
5-Nitro-2-(3-phenylpropylamino)benzoic acid,Mahalanobis distance (cutoff = 1),19,0.7541824593247989,hill,2.8696326395343053,1.0185407878077808,NA,NA,2.6739707550502523,0.3000000000416956,NA,0.8069223456386645,NA,-0.20415816316161595,1.0173921376291537,0.01725466788302415,1.0883592249578875,1.7284841816480987e-7,-34.646840004936706,0.9999988413786679,0.2228744449865482,NA,2.1642266014426963,2.1071126311469326e-5,2.451888741146626e-4,0.00336036884338688,0.03582960622603178,0.03582960622603178,0.15888619387730818,100|100|100|75|75|75|33.3333333333333|33.3333333333333|33.3333333333333|11.1111111111111|11.1111111111111|11.1111111111111|3.7037037037037|3.7037037037037|3.7037037037037|1.23456790123457|1.23456790123457|1.23456790123457|0.411522633744856|0.411522633744856|0.411522633744856|0.137174211248285|0.137174211248285|0.137174211248285,1.43997189131361|4.54022020357142|2.13111011961928|3.3305688578827|2.05867028372734|1.5059527965354|2.39588269094963|2.20616650251818|2.19569305062344|1.61470421345448|2.12024447481061|1.39486277765157|4.13425073320234|0.607252888031403|0.292079678104705|1.42595090676554|0.205884529034198|0.193042983640789|2.33166797294299|1.78427757378399|0.091894452544993|1.96173918123706|1.64186813965602|1.17902426752337,dt4,PR_0.5
Taxol (Paclitaxel),Mahalanobis distance (cutoff = 1),21,0.7541824593247989,exp4,3.7519024883788843,0.9089777776090512,NA,NA,2.8296190458324197,NA,NA,0.01908778341931848,NA,-0.2426119562916904,1.0173921376291537,0.0059881287643639034,0.023477123843212874,1.1799762501098775e-10,-32.91114799318182,0.9999999996479179,0.01908778341931848,NA,2.8296190458324197,0.001412507071502452,0.002901402126745542,0.00614489375180378,0.00853592280047289,0.00853592280047289,0.01227047141234088,11.1111111111111|11.1111111111111|11.1111111111111|3.7037037037037|3.7037037037037|3.7037037037037|1.23456790123457|1.23456790123457|1.23456790123457|0.411522633744856|0.411522633744856|0.411522633744856|0.137174211248285|0.137174211248285|0.137174211248285|0.0316227766016838|0.0316227766016838|0.0316227766016838|0.01|0.01|0.01|0.00316227766016838|0.00316227766016838|0.00316227766016838,1.58362529719629|1.80397473139002|2.91231768096963|3.09244035582212|2.33920191835103|3.3165264558875|3.22807371695354|3.05200594120644|0.861718476072024|4.59510686746051|3.12501342761551|1.71333002651688|2.8389426115975|3.14987977286362|3.83407206506278|2.23247233409013|2.33047233807231|1.01258737036613|0.173956247571275|-0.409796899508994|1.96330618356768|1.45816396360688|1.39107712272447|0.0276723283420681,dt4,PR_0.5
Metoclopramide,Mahalanobis distance (cutoff = 1),14,0.7541824593247989,exp2,3.0999096753703483,0.8837967239635328,0.024375199612840733,21.8635949474208,NA,NA,NA,NA,NA,-0.21940807598973716,1.0173921376291537,75.94905579531421,94.13948451570982,0.03734196621430695,-31.49893330013053,0.9559125572300549,85.06975514357035,NA,2.337897502655548,38.416681760009986,51.598794973966726,65.69617684296878,75.73280032142435,75.73280032142435,82.1001538786329,100|100|75|75|75|31.6227766016838|31.6227766016838|31.6227766016838|10|10|10|3.16227766016838|3.16227766016838|3.16227766016838|1|1|1|0.316227766016838|0.316227766016838|0.316227766016838|0.1|0.1|0.1,3.07470833816869|1.64102115635957|1.09696296399316|0.595284171398145|0.386800123799512|0.930918794959133|-1.13060070589785|0.18592064266622|0.781368042718586|1.01227202721373|0.109694626462641|1.0929671526895|-0.199336542696731|-0.20747791483708|0.700340542176391|1.15011027396915|1.44081939103969|1.42441376358338|-0.588601764413924|-0.51892131111271|1.51116704744174|1.11149289951822|1.24717075225564,dt4,PR_0.5
Ca-074-Me,Mahalanobis distance (cutoff = 1),13,0.7541824593247989,pow,2.344002159186046,0.6151932163581361,0.8388532016076171,NA,NA,0.32374846840314303,NA,NA,NA,-0.7995289233380292,1.0173921376291537,1.1227963707871824,3.2681651910585794,8.82909517989692e-8,-21.425829896175625,0.9999552283903035,1.175366262764976,NA,1.7678053130775706,9.579779641676152e-4,0.008150463345051536,0.06934403005475141,0.7198916860592474,0.7198916860592474,1.814890258344945,10|10|10|7.5|7.5|7.5|3.16227766016838|3.16227766016838|3.16227766016838|1|1|1|0.316227766016838|0.316227766016838|0.316227766016838|0.1|0.1|0.1|0.0316227766016838|0.0316227766016838|0.0316227766016838|0.01|0.01|0.01,2.20575094271125|1.31428238149001|1.92353060893803|0.85297566321665|1.68309674995853|2.2558394839486|0.981034666081014|1.52764379930532|1.28676841903656|0.70853685678318|-0.0501188516060225|0.585353533774549|-0.287408385813653|0.901928067704385|0.369418282100022|1.89980990639123|0.539847561495816|0.396234668867761|0.307232530926796|0.778260092457954|0.368123677103691|1.843195546728|0.495589209331247|-0.419475765115081,dt4,PR_0.5
Amperozide,Mahalanobis distance (cutoff = 1),19,0.7541824593247989,pow,4.459421596855319,1.195965062004677,0.8448014083892634,NA,NA,0.300000165503457,NA,NA,NA,-0.04794795413319179,1.0173921376291537,0.9251736237988658,4.308864667659354,3.5011295242413017e-7,-38.5752315984421,0.999998327870008,9.921269220904968,NA,3.363217547082466,0.0046050647422137,0.04641608487460891,0.46784422276140053,0.6850770484821453,0.6850770484821453,1.8582850991655344,100|100|100|75|75|75|33.3333333333333|33.3333333333333|33.3333333333333|11.1111111111111|11.1111111111111|11.1111111111111|3.7037037037037|3.7037037037037|3.7037037037037|1.23456790123457|1.23456790123457|1.23456790123457|0.411522633744856|0.411522633744856|0.411522633744856|0.137174211248285|0.137174211248285|0.137174211248285,6.30957615436412|4.93800041450579|5.12069591749672|1.88478279308838|3.17038408689925|2.3089334802986|2.38089269539795|0.157355659615288|0.63502610375294|1.00344231132621|1.22484330935122|1.4143529603108|2.66847970946774|0.730350337186705|1.35177809386231|0.543622890372269|0.762808342677157|1.50275279685233|0.551680057219132|1.01362037499045|1.31417923011228|1.16944782350297|2.51558353680745|1.32036936736885,dt4,PR_0.5
Tetrandrine,Mahalanobis distance (cutoff = 1),13,0.7541824593247989,exp5,9.305912075367177,0.7044605695424223,NA,NA,7.01836080781372,2.5888674821512825,NA,3.467954580973762,NA,-0.5425409261543626,1.0173921376291537,1.7950233222100656,2.1324549165073097,6.187944704575317e-13,-26.345087180941558,0.9999999847146885,3.467953162161692,NA,7.01835565526076,1.268508944287659,1.675127969564658,2.238389375060561,1.7250461718750643,1.7250461718750643,1.9522697908268667,11.1111111111111|11.1111111111111|11.1111111111111|3.7037037037037|3.7037037037037|3.7037037037037|1.23456790123457|1.23456790123457|1.23456790123457|0.411522633744856|0.411522633744856|0.411522633744856|0.137174211248285|0.137174211248285|0.137174211248285|0.0316227766016838|0.0316227766016838|0.0316227766016838|0.01|0.01|0.01|0.00316227766016838|0.00316227766016838|0.00316227766016838,6.81406351370313|6.83824141111003|7.43973695033544|3.52785793042551|4.30264126485308|3.96711196097195|0.246008579532699|0.604060896346995|-0.0194205147417854|1.22129021040715|0.297538051505664|0.249355384238969|1.11505435174808|-0.398508558717686|1.23829469137234|0.467197518879321|-0.863452569898647|1.2726855291603|-0.262827051186095|-0.109038258986099|0.424338545442613|1.20296297572136|1.38189133247424|0.668072298921396,dt4,PR_0.5
Fenbendazole,Mahalanobis distance (cutoff = 1),12,0.7541824593247989,pow,2.3067005142447017,0.7167026017926191,1.2982039552463678,NA,NA,0.42229915202176843,NA,NA,NA,-0.5052054382623616,1.0173921376291537,0.33203575778137845,1.0908842916496366,2.0508483383729248e-5,-26.86832713705149,0.9996441272266482,0.3874307584020752,NA,1.7396730667588474,0.0016603685435664626,0.008571175662017698,0.04424623226802525,0.27635707014303434,0.27635707014303434,0.5614841800868151,2|2|2|1.5|1.5|1.5|0.632455532033676|0.632455532033676|0.632455532033676|0.2|0.2|0.2|0.0632455532033676|0.0632455532033676|0.0632455532033676|0.02|0.02|0.02|0.00632455532033676|0.00632455532033676|0.00632455532033676|0.002|0.002|0.002,1.71749658636697|3.05420539364616|1.39655629744642|1.75884984350052|1.91703725353527|1.05372816888355|1.62049883089357|0.172572325871606|0.32252295500333|0.60231767873759|0.938394852298063|-0.0390070535765505|0.865284791054012|-0.260306150604362|0.50579337933937|1.35793650153934|0.0685912598750287|1.71123404009892|0.624751634492437|-0.224008841170227|-0.492393127212216|-0.309844864694362|0.698509607644128|1.65789339092879,dt4,PR_0.5
Etoposide,Mahalanobis distance (cutoff = 1),19,0.7541824593247989,exp4,3.5873940877218398,0.61689746516118,NA,NA,2.7055496956861074,NA,NA,0.27817710470742085,NA,-0.6159111806141426,1.0173921376291537,0.12030669401881772,0.31339158038199094,1.3586966863197481e-12,-23.79074641995866,0.9999999943899023,0.2781771047013678,NA,2.7055496956453005,0.020585267492376956,0.04228378044044299,0.08955302535822905,0.1311428212785409,0.1311428212785409,0.18929178143183956,10|10|10|7.5|7.5|7.5|3.16227766016838|3.16227766016838|3.16227766016838|1|1|1|0.316227766016838|0.316227766016838|0.316227766016838|0.1|0.1|0.1|0.0316227766016838|0.0316227766016838|0.0316227766016838|0.01|0.01|0.01,1.91870875833462|2.74371636687829|2.01365248964495|3.10472949845078|2.48425230503214|3.01744726760562|3.18721524201709|4.01939681528693|2.70878630599242|2.78615651141992|1.86482963308125|1.70460034066954|1.48492671323602|1.55592792486078|2.04395393149642|1.25181178496025|0.336274902924299|0.468679710973824|-0.707072831860778|-0.592447105307674|0.804785630266483|-0.0527651302402292|-0.903382917930918|-0.964731146640815,dt4,PR_0.5
Berberine Chloride,Mahalanobis distance (cutoff = 1),15,0.7541824593247989,poly2,7.129265869349792,0.696376042511471,-21.522378792195017,-205.48035747298078,NA,NA,NA,NA,NA,-0.55818016849583,1.0173921376291537,8.487380085731434,12.187093133599047,1.4211917089709798e-14,-23.89117967957262,0.9999999998788728,30.066067437094695,NA,5.376767266526577,2.599564900539259,5.2684353845005045,10.838398681116182,7.4721143857768295,7.4721143857768295,10.22183168690584,100|100|100|75|75|75|33.3333333333333|33.3333333333333|33.3333333333333|11.1111111111111|11.1111111111111|11.1111111111111|3.7037037037037|3.7037037037037|3.7037037037037|1.23456790123457|1.23456790123457|1.23456790123457|0.411522633744856|0.411522633744856|0.411522633744856|0.137174211248285|0.137174211248285|0.137174211248285,5.37524069525772|5.01076305582324|5.23140284288127|5.78203825543613|5.25123995098308|5.15130412801756|2.07671678495952|2.74119761652158|3.39311092951582|0.495837375559873|0.532692980661161|0.765139328715155|0.6530847971542|-0.265569751781622|0.461833469762414|0.520982534172239|0.625213311065957|1.19987716284088|1.29549532276915|0.226513055087877|0.775039095181592|0.420677327126104|1.63136286319011|1.43514359235176,dt4,PR_0.5
